Level,Date and Time,Source,Event ID,Message,Threshold
Information,08-02-2025 18:07:19,Microsoft-Windows-Kernel-General,16,he access history in hive sers nikha pp ata ocal ackages icrosoft icrosoft dge table wekyb d bbwe ettings settings dat was cleared updating keys and creating modified pages,
Information,08-02-2025 18:07:17,Microsoft-Windows-Kernel-General,15,ive sers nikha pp ata ocal icrosoft indows sr lass dat was reorganized with a starting size of bytes and an ending size of bytes,
Information,08-02-2025 18:07:16,Microsoft-Windows-Kernel-General,15,ive sers nikha ntuser dat was reorganized with a starting size of bytes and an ending size of bytes,
Information,07-02-2025 21:36:42,Service Control Manager,7045,service was installed in the system ervice ame p sl d a a ervice ile ame rogram ata icrosoft indows efender efinition pdates { } p sl rv sys ervice ype kernel mode driver ervice tart ype demand start ervice ccount,
Warning,07-02-2025 20:55:20,Microsoft-Windows-DistributedCOM,10016,he application specific permission settings do not grant ocal ctivation permission for the erver application with { } and { } to the user a skar nikha from address ocal ost sing running in the application container icrosoft indows hotos x wekyb d bbwe navailable his security permission can be modified using the omponent ervices administrative tool,
Information,07-02-2025 20:53:56,Microsoft-Windows-Kernel-General,16,he access history in hive sers nikha pp ata ocal ackages icrosoft aint wekyb d bbwe ystem pp ata elium ser lasses dat was cleared updating keys and creating modified pages,
Information,07-02-2025 20:53:56,Microsoft-Windows-Kernel-General,16,he access history in hive sers nikha pp ata ocal ackages icrosoft aint wekyb d bbwe ystem pp ata elium ser dat was cleared updating keys and creating modified pages,
Information,07-02-2025 20:53:55,Microsoft-Windows-Kernel-General,16,he access history in hive sers nikha pp ata ocal ackages lipchamp lipchamp yxz nhyzhsrt ystem pp ata elium ser lasses dat was cleared updating keys and creating modified pages,
Information,07-02-2025 20:53:55,Microsoft-Windows-Kernel-General,16,he access history in hive sers nikha pp ata ocal ackages lipchamp lipchamp yxz nhyzhsrt ystem pp ata elium ser dat was cleared updating keys and creating modified pages,
Information,07-02-2025 20:53:21,Microsoft-Windows-Kernel-General,16,he access history in hive rogram ata ackages odaapp bn s v tep y ystem pp ata elium ache e a f e dde dat was cleared updating keys and creating modified pages,
Information,07-02-2025 20:53:21,Microsoft-Windows-Kernel-General,16,he access history in hive sers nikha pp ata ocal ackages odaapp bn s v tep y ystem pp ata elium ser lasses dat was cleared updating keys and creating modified pages,
Information,07-02-2025 20:53:21,Microsoft-Windows-Kernel-General,16,he access history in hive sers nikha pp ata ocal ackages odaapp bn s v tep y ystem pp ata elium ser dat was cleared updating keys and creating modified pages,
Information,07-02-2025 20:53:21,Microsoft-Windows-Kernel-General,16,he access history in hive sers nikha pp ata ocal ackages icrosoft indows otepad wekyb d bbwe ystem pp ata elium ser lasses dat was cleared updating keys and creating modified pages,
Information,07-02-2025 20:53:21,Microsoft-Windows-Kernel-General,16,he access history in hive sers nikha pp ata ocal ackages icrosoft indows otepad wekyb d bbwe ystem pp ata elium ser dat was cleared updating keys and creating modified pages,
Information,07-02-2025 20:29:10,Microsoft-Windows-Kernel-General,16,he access history in hive sers nikha pp ata ocal ackages icrosoft icrosoft ffice ub wekyb d bbwe ettings settings dat was cleared updating keys and creating modified pages,
Information,07-02-2025 20:28:57,Microsoft-Windows-Kernel-General,16,he access history in hive sers nikha pp ata ocal ackages icrosoft indows erminal wekyb d bbwe ettings settings dat was cleared updating keys and creating modified pages,
Information,07-02-2025 20:28:57,Microsoft-Windows-WindowsUpdateClient,43,nstallation tarted indows has started installing the following update icrosoft indows erminal,
Information,07-02-2025 20:28:56,Microsoft-Windows-WindowsUpdateClient,43,nstallation tarted indows has started installing the following update icrosoft aml,
Information,07-02-2025 20:23:32,Microsoft-Windows-Kernel-General,16,he access history in hive rogram ata ackages icrosoft indows lient cw n h txyewy ystem pp ata elium ache acf de ef dat was cleared updating keys and creating modified pages,
Information,07-02-2025 00:46:21,Microsoft-Windows-Kernel-General,16,he access history in hive sers nikha pp ata ocal ackages icrosoft esktop pp nstaller wekyb d bbwe ettings settings dat was cleared updating keys and creating modified pages,
Information,07-02-2025 00:46:20,Microsoft-Windows-Kernel-General,16,he access history in hive rogram ata ackages icrosoft esktop pp nstaller wekyb d bbwe ystem pp ata elium ache a e dat was cleared updating keys and creating modified pages,
Information,06-02-2025 22:48:33,Microsoft-Windows-Kernel-General,16,he access history in hive rogram ata ackages icrosoft our hone wekyb d bbwe ystem pp ata elium ache af f b fd dat was cleared updating keys and creating modified pages,
Information,06-02-2025 22:46:26,Microsoft-Windows-Kernel-General,16,he access history in hive rogram ata ackages icrosoft aming pp wekyb d bbwe ystem pp ata elium ache c cb bfe dat was cleared updating keys and creating modified pages,
Information,06-02-2025 20:05:04,Microsoft-Windows-Kernel-General,11,x init phase for hive evice arddisk olume hadow opy ystem config {ac f e ef e ca aa } {ac f e ef e ca aa } finished with result x nternal code,
Information,06-02-2025 20:02:43,Microsoft-Windows-Kernel-General,16,he access history in hive rogram ata icrosoft indows pp epository ackages icrosoft aml x wekyb d bbwe ctivation tore dat was cleared updating keys and creating modified pages,
Information,06-02-2025 20:00:44,Microsoft-Windows-Kernel-General,16,he access history in hive rogram ata icrosoft indows pp epository ackages odaapp x bn s v tep y ctivation tore dat was cleared updating keys and creating modified pages,
Information,06-02-2025 19:59:29,Microsoft-Windows-Kernel-General,16,he access history in hive rogram ata icrosoft indows pp epository ackages icrosoft indows erminal x wekyb d bbwe ctivation tore dat was cleared updating keys and creating modified pages,
Warning,06-02-2025 19:55:56,Microsoft-Windows-DNS-Client,1014,ame resolution for the name v events data microsoft com timed out after none of the configured servers responded lient,
Information,06-02-2025 19:55:15,Microsoft-Windows-Kernel-General,15,ive ystem tore achine schema dat was reorganized with a starting size of bytes and an ending size of bytes,
Information,06-02-2025 19:55:07,Microsoft-Windows-Kernel-General,15,ive ystem oot ystem config was reorganized with a starting size of bytes and an ending size of bytes,
Information,06-02-2025 19:49:56,Microsoft-Windows-Kernel-General,15,ive ystem config was reorganized with a starting size of bytes and an ending size of bytes,
Warning,06-02-2025 00:32:06,Microsoft-Windows-DistributedCOM,10016,he application specific permission settings do not grant ocal ctivation permission for the erver application with { } and { } to the user a skar nikha from address ocal ost sing running in the application container icrosoft opilot x wekyb d bbwe navailable his security permission can be modified using the omponent ervices administrative tool,
Information,06-02-2025 00:32:03,Microsoft-Windows-Kernel-General,16,he access history in hive sers nikha pp ata ocal ackages icrosoft opilot wekyb d bbwe ettings settings dat was cleared updating keys and creating modified pages,
Information,05-02-2025 16:58:51,Microsoft-Windows-Kernel-Power,566,he system session has transitioned from to eason c c urst oot d,
Warning,05-02-2025 14:41:23,Microsoft-Windows-WLAN-AutoConfig,10002,xtensibility odule has stopped odule ath system mtkihvx dll,
Warning,05-02-2025 14:41:21,Microsoft-Windows-DNS-Client,1014,ame resolution for the name beacons gvt com timed out after none of the configured servers responded lient,
Warning,05-02-2025 14:41:20,Microsoft-Windows-WLAN-AutoConfig,4003,uto onfig detected limited connectivity attempting automatic recovery ecovery ype rror ode x rigger eason amily,
Warning,05-02-2025 14:41:00,Microsoft-Windows-DNS-Client,1014,ame resolution for the name prod client wosc services microsoft com timed out after none of the configured servers responded lient,
Information,05-02-2025 11:59:57,Microsoft-Windows-Kernel-Power,566,he system session has transitioned from to eason nput o ser resent oot d,
Warning,05-02-2025 06:01:06,Microsoft-Windows-DNS-Client,1014,ame resolution for the name accounts youtube com timed out after none of the configured servers responded lient,
Error,05-02-2025 00:10:29,Microsoft-Windows-WindowsUpdateClient,20,nstallation ailure indows failed to install the following update with error x icrosoft indows lient eb xperience,0.8
Information,05-02-2025 00:10:29,Microsoft-Windows-WindowsUpdateClient,43,nstallation tarted indows has started installing the following update icrosoft indows lient eb xperience,
Information,05-02-2025 00:10:28,Microsoft-Windows-Kernel-General,16,he access history in hive rogram ata icrosoft indows pp epository ackages icrosoft indows lient eb xperience x cw n h txyewy ctivation tore dat was cleared updating keys and creating modified pages,
Information,05-02-2025 00:10:23,Microsoft-Windows-Kernel-General,16,he access history in hive sers nikha pp ata ocal ackages icrosoft indows ross evice cw n h txyewy ettings settings dat was cleared updating keys and creating modified pages,
Information,05-02-2025 00:10:23,Microsoft-Windows-WindowsUpdateClient,43,nstallation tarted indows has started installing the following update icrosoft indows ross evice,
Information,04-02-2025 23:53:20,Microsoft-Windows-Kernel-General,16,he access history in hive rogram ata ackages eams wekyb d bbwe ystem pp ata elium ache b bf a c dat was cleared updating keys and creating modified pages,
Information,04-02-2025 22:00:55,Microsoft-Windows-Kernel-General,11,x init phase for hive evice arddisk olume hadow opy ystem config {ac da e ef e ca aa } {ac da e ef e ca aa } finished with result x nternal code,
Information,04-02-2025 21:13:03,Microsoft-Windows-Kernel-General,16,he access history in hive rogram ata ackages icrosoft creen ketch wekyb d bbwe ystem pp ata elium ache d fbb aed b dat was cleared updating keys and creating modified pages,
Information,04-02-2025 20:44:14,Service Control Manager,7045,service was installed in the system ervice ame oogle pdater ervice oogle pdater ervice ervice ile ame rogram iles x oogle oogle pdater updater exe system windows service service update ervice ype user mode service ervice tart ype auto start ervice ccount ocal ystem,
Information,04-02-2025 20:09:11,Microsoft-Windows-Kernel-General,16,he access history in hive rogram ata ackages icrosoft indows erminal wekyb d bbwe ystem pp ata elium ache b d acb b ff dat was cleared updating keys and creating modified pages,
Information,04-02-2025 19:59:21,Microsoft-Windows-Kernel-General,16,he access history in hive sers nikha pp ata ocal ackages icrosoft indows hotos wekyb d bbwe ettings settings dat was cleared updating keys and creating modified pages,
Information,04-02-2025 19:59:21,Microsoft-Windows-Kernel-General,16,he access history in hive rogram ata ackages icrosoft indows hotos wekyb d bbwe ystem pp ata elium ache d e a dat was cleared updating keys and creating modified pages,
Information,04-02-2025 19:59:21,Microsoft-Windows-Kernel-General,16,he access history in hive sers nikha pp ata ocal ackages icrosoft indows hotos wekyb d bbwe ystem pp ata elium ser lasses dat was cleared updating keys and creating modified pages,
Information,04-02-2025 19:59:21,Microsoft-Windows-Kernel-General,16,he access history in hive sers nikha pp ata ocal ackages icrosoft indows hotos wekyb d bbwe ystem pp ata elium ser dat was cleared updating keys and creating modified pages,
Information,04-02-2025 19:39:13,Service Control Manager,7045,service was installed in the system ervice ame oogle pdater nternal ervice oogle pdater nternal ervice ervice ile ame rogram iles x oogle oogle pdater updater exe system windows service service update internal ervice ype user mode service ervice tart ype auto start ervice ccount ocal ystem,
Information,02-02-2025 14:56:24,Microsoft-Windows-Kernel-Power,566,he system session has transitioned from to eason usterity attery rain udget xceeded oot d,
Information,01-02-2025 16:47:40,Microsoft-Windows-Kernel-General,16,he access history in hive sers nikha pp ata ocal ackages icrosoft tore urchase pp wekyb d bbwe ettings settings dat was cleared updating keys and creating modified pages,
Information,01-02-2025 16:47:39,Microsoft-Windows-WindowsUpdateClient,43,nstallation tarted indows has started installing the following update icrosoft tore urchase pp,
Information,01-02-2025 16:47:37,Microsoft-Windows-Kernel-General,16,he access history in hive sers nikha pp ata ocal ackages lipchamp lipchamp yxz nhyzhsrt ettings settings dat was cleared updating keys and creating modified pages,
Information,01-02-2025 16:47:37,Microsoft-Windows-WindowsUpdateClient,43,nstallation tarted indows has started installing the following update lipchamp lipchamp,
Information,01-02-2025 16:46:12,Microsoft-Windows-Kernel-General,16,he access history in hive rogram ata icrosoft indows pp epository ackages lipchamp lipchamp neutral yxz nhyzhsrt ctivation tore dat was cleared updating keys and creating modified pages,
Warning,01-02-2025 13:49:13,Microsoft-Windows-DNS-Client,1014,ame resolution for the name d clarity ms timed out after none of the configured servers responded lient,
Warning,01-02-2025 13:29:40,Microsoft-Windows-DNS-Client,1014,ame resolution for the name www google com timed out after none of the configured servers responded lient,
Information,01-02-2025 12:49:53,Microsoft-Windows-Kernel-General,16,he access history in hive rogram ata icrosoft indows pp epository ackages icrosoft tore urchase pp x wekyb d bbwe ctivation tore dat was cleared updating keys and creating modified pages,
Information,01-02-2025 12:48:25,Microsoft-Windows-DeviceAssociationService,2500,evice ssociation airing ucceeded,
Information,01-02-2025 12:43:12,Microsoft-Windows-Kernel-General,16,he access history in hive rogram ata ackages icrosoft indows lient eb xperience cw n h txyewy ystem pp ata elium ache bd e dat was cleared updating keys and creating modified pages,
Information,01-02-2025 12:43:10,Microsoft-Windows-Kernel-General,16,he access history in hive sers nikha pp ata ocal icrosoft indows sr lass dat was cleared updating keys and creating modified pages,
Information,01-02-2025 12:43:10,Microsoft-Windows-Kernel-General,16,he access history in hive sers nikha ntuser dat was cleared updating keys and creating modified pages,
Warning,31-01-2025 23:32:44,Microsoft-Windows-DNS-Client,1014,ame resolution for the name ocsp globalsign com timed out after none of the configured servers responded lient,
Warning,31-01-2025 23:30:42,Microsoft-Windows-DNS-Client,1014,ame resolution for the name prod southeastasia access point cloudmessaging edge microsoft com timed out after none of the configured servers responded lient,
Error,31-01-2025 20:57:51,BTHUSB,16,he mutual authentication between the local luetooth adapter and a device with luetooth adapter address e failed,0.8
Information,31-01-2025 17:08:02,Microsoft-Windows-Kernel-General,15,ive olume{b c b e c f d dd c e } ystem olume nformation pp bs ive tore {cd efe f f c b c a }{ } was reorganized with a starting size of bytes and an ending size of bytes,
Information,31-01-2025 17:07:55,Microsoft-Windows-Kernel-General,11,x init phase for hive evice arddisk olume hadow opy ystem config { b f dfc ef e ca aa } { b f dfc ef e ca aa } finished with result x nternal code,
Information,31-01-2025 17:07:55,Microsoft-Windows-Kernel-General,11,x init phase for hive evice arddisk olume hadow opy ystem config { b ef dfc ef e ca aa } { b ee dfc ef e ca aa } finished with result x nternal code,
Information,31-01-2025 17:07:55,Microsoft-Windows-Kernel-General,15,ive evice arddisk olume hadow opy ystem config was reorganized with a starting size of bytes and an ending size of bytes,
Information,31-01-2025 17:07:44,Microsoft-Windows-Kernel-General,11,x init phase for hive evice arddisk olume hadow opy ystem config { b c dfc ef e ca aa } { b c dfc ef e ca aa } finished with result x nternal code,
Information,31-01-2025 17:07:03,Service Control Manager,7045,service was installed in the system ervice ame p sl c b ervice ile ame rogram ata icrosoft indows efender efinition pdates { } p sl rv sys ervice ype kernel mode driver ervice tart ype demand start ervice ccount,
Information,31-01-2025 17:04:43,Microsoft-Windows-UserModePowerService,22,eapply power settings upon completion of the provisioning engine s turn,
Information,31-01-2025 16:43:50,Virtual Disk Service,4,ervice stopped,
Information,31-01-2025 16:43:30,Microsoft-Windows-WinREAgent,4501,ervicing succeeded he indows ecovery nvironment version is now,
Information,31-01-2025 16:43:23,Microsoft-Windows-HttpService,112,ttempted to reserve http rdp tatus x rocess d x xecutable path evice arddisk olume indows in x amd microsoft windows servicingstack bf ad e none a e f i orker exe ser,
Information,31-01-2025 16:43:23,Microsoft-Windows-HttpService,112,ttempted to reserve https rdp tatus x rocess d x xecutable path evice arddisk olume indows in x amd microsoft windows servicingstack bf ad e none a e f i orker exe ser,
Information,31-01-2025 16:43:24,Virtual Disk Service,3,ervice started,
Information,31-01-2025 16:43:15,Microsoft-Windows-Kernel-General,16,he access history in hive rogram ata icrosoft indows pp epository ackages icrosoft indows win x x cw n h txyewy ctivation tore dat was cleared updating keys and creating modified pages,
Information,31-01-2025 16:43:15,Microsoft-Windows-Kernel-General,16,he access history in hive rogram ata icrosoft indows pp epository ackages icrosoft indows peech untime x cw n h txyewy ctivation tore dat was cleared updating keys and creating modified pages,
Information,31-01-2025 16:43:15,Microsoft-Windows-Kernel-General,16,he access history in hive rogram ata icrosoft indows pp epository ackages icrosoft indows ules ngine x cw n h txyewy ctivation tore dat was cleared updating keys and creating modified pages,
Information,31-01-2025 16:43:14,Microsoft-Windows-Kernel-General,16,he access history in hive rogram ata icrosoft indows pp epository ackages icrosoft indows ris ervice x cw n h txyewy ctivation tore dat was cleared updating keys and creating modified pages,
Information,31-01-2025 16:43:14,Microsoft-Windows-Kernel-General,16,he access history in hive rogram ata icrosoft indows pp epository ackages icrosoft indows esktop potlight x cw n h txyewy ctivation tore dat was cleared updating keys and creating modified pages,
Information,31-01-2025 16:43:14,Microsoft-Windows-Kernel-General,16,he access history in hive rogram ata icrosoft indows pp epository ackages icrosoft indows ccounts ervice x cw n h txyewy ctivation tore dat was cleared updating keys and creating modified pages,
Information,31-01-2025 16:43:13,Microsoft-Windows-Kernel-General,16,he access history in hive rogram ata icrosoft indows pp epository ackages icrosoft indows lient hoton x cw n h txyewy ctivation tore dat was cleared updating keys and creating modified pages,
Information,31-01-2025 16:43:13,Microsoft-Windows-Kernel-General,16,he access history in hive rogram ata icrosoft indows pp epository ackages icrosoft indows lient ore x cw n h txyewy ctivation tore dat was cleared updating keys and creating modified pages,
Information,31-01-2025 16:43:12,Microsoft-Windows-Kernel-General,16,he access history in hive rogram ata icrosoft indows pp epository ackages icrosoft indows lient x cw n h txyewy ctivation tore dat was cleared updating keys and creating modified pages,
Information,31-01-2025 16:43:10,Microsoft-Windows-Kernel-General,16,he access history in hive rogram ata icrosoft indows pp epository ackages icrosoft indows hell xperience ost neutral neutral cw n h txyewy ctivation tore dat was cleared updating keys and creating modified pages,
Information,31-01-2025 16:43:07,Microsoft-Windows-Kernel-General,16,he access history in hive sers efault was cleared updating keys and creating modified pages,
Information,31-01-2025 16:42:29,Microsoft-Windows-Kernel-Power,109,he kernel power manager has initiated a shutdown transition ction ower ction eboot vent ode x eason ernel,
Warning,31-01-2025 16:41:07,Microsoft-Windows-DNS-Client,1014,ame resolution for the name rr sn q flrnl googlevideo com timed out after none of the configured servers responded lient,
Warning,31-01-2025 16:38:04,Microsoft-Windows-DNS-Client,1014,ame resolution for the name geo prod do dsp mp microsoft com timed out after none of the configured servers responded lient,
Warning,31-01-2025 16:32:07,Microsoft-Windows-DNS-Client,1014,ame resolution for the name t ring fdv msedge net timed out after none of the configured servers responded lient,
Error,31-01-2025 15:17:27,Microsoft-Windows-WindowsUpdateClient,20,nstallation ailure indows failed to install the following update with error x hats pp esktop,0.8
Information,31-01-2025 15:17:27,Microsoft-Windows-WindowsUpdateClient,43,nstallation tarted indows has started installing the following update hats pp esktop,
Information,31-01-2025 15:17:26,Microsoft-Windows-Kernel-General,16,he access history in hive rogram ata icrosoft indows pp epository ackages hats pp esktop x cv g gvanyjgm ctivation tore dat was cleared updating keys and creating modified pages,
Information,31-01-2025 15:17:23,Microsoft-Windows-WindowsUpdateClient,43,nstallation tarted indows has started installing the following update icrosoft opilot,
Information,31-01-2025 15:17:05,Microsoft-Windows-Kernel-General,16,he access history in hive sers nikha pp ata ocal ackages icrosoft ncoder ideo xtension wekyb d bbwe ettings settings dat was cleared updating keys and creating modified pages,
Information,31-01-2025 15:17:04,Microsoft-Windows-WindowsUpdateClient,43,nstallation tarted indows has started installing the following update icrosoft ncoder ideo xtension,
Warning,31-01-2025 15:16:10,Microsoft-Windows-TPM-WMI,1800,reboot is required before installing the ecure oot update eason,
Information,30-01-2025 21:01:58,Microsoft-Windows-Kernel-General,16,he access history in hive sers nikha pp ata ocal ackages icrosoft indows amera wekyb d bbwe ettings settings dat was cleared updating keys and creating modified pages,
Information,30-01-2025 21:01:44,Microsoft-Windows-Kernel-General,16,he access history in hive $ in gent cratch ount indows system smi store achine schema dat was cleared updating keys and creating modified pages,
Information,30-01-2025 21:01:43,Microsoft-Windows-Kernel-General,16,he access history in hive $ in gent cratch ount sers efault ntuser dat was cleared updating keys and creating modified pages,
Information,30-01-2025 21:01:43,Microsoft-Windows-Kernel-General,16,he access history in hive $ in gent cratch ount indows ystem config was cleared updating keys and creating modified pages,
Information,30-01-2025 21:01:43,Microsoft-Windows-Kernel-General,15,ive $ in gent cratch ount indows ystem config was reorganized with a starting size of bytes and an ending size of bytes,
Information,30-01-2025 21:01:42,Microsoft-Windows-Kernel-General,15,ive $ in gent cratch ount indows system config was reorganized with a starting size of bytes and an ending size of bytes,
Information,30-01-2025 21:01:28,Microsoft-Windows-WinREAgent,4500,tarting indows ecovery nvironment servicing,
Information,30-01-2025 21:01:25,Microsoft-Windows-Kernel-General,16,he access history in hive evice arddisk olume icrosoft ecovery was cleared updating keys and creating modified pages,
Information,30-01-2025 21:01:21,Microsoft-Windows-Kernel-General,16,he access history in hive rogram ata icrosoft indows pp epository ackages icrosoft une usic x wekyb d bbwe ctivation tore dat was cleared updating keys and creating modified pages,
Information,30-01-2025 21:01:14,Microsoft-Windows-WindowsUpdateClient,43,nstallation tarted indows has started installing the following update umulative pdate review for indows ersion for x based ystems,
Information,30-01-2025 21:00:54,Microsoft-Windows-WindowsUpdateClient,43,nstallation tarted indows has started installing the following update umulative pdate review for ramework and for indows version for x,
Information,30-01-2025 19:02:47,Microsoft-Windows-Kernel-General,16,he access history in hive sers nikha pp ata ocal ackages icrosoft indows ev ome wekyb d bbwe ettings settings dat was cleared updating keys and creating modified pages,
Information,30-01-2025 19:02:47,Microsoft-Windows-WindowsUpdateClient,43,nstallation tarted indows has started installing the following update icrosoft indows ev ome,
Information,30-01-2025 19:02:37,Microsoft-Windows-Kernel-General,16,he access history in hive rogram ata icrosoft indows pp epository ackages icrosoft indows tore x wekyb d bbwe ctivation tore dat was cleared updating keys and creating modified pages,
Error,28-01-2025 23:48:01,Microsoft-Windows-WindowsUpdateClient,20,nstallation ailure indows failed to install the following update with error x icrosoft aming pp,0.8
Information,28-01-2025 23:48:00,Microsoft-Windows-WindowsUpdateClient,43,nstallation tarted indows has started installing the following update icrosoft aming pp,
Information,28-01-2025 23:47:59,Microsoft-Windows-Kernel-General,16,he access history in hive rogram ata icrosoft indows pp epository ackages icrosoft aming pp x wekyb d bbwe ctivation tore dat was cleared updating keys and creating modified pages,
Information,28-01-2025 21:59:04,Microsoft-Windows-Kernel-General,16,he access history in hive rogram ata ackages eams wekyb d bbwe ystem pp ata elium ache b cf dat was cleared updating keys and creating modified pages,
Information,28-01-2025 21:58:17,Microsoft-Windows-Kernel-General,16,he access history in hive rogram ata ackages icrosoft aming pp wekyb d bbwe ystem pp ata elium ache b e df a b dat was cleared updating keys and creating modified pages,
Error,27-01-2025 18:26:16,Microsoft-Windows-DistributedCOM,10010,he server { } did not register with within the required timeout,0.8
Information,27-01-2025 17:52:29,Microsoft-Windows-Kernel-General,16,he access history in hive rogram ata ackages lipchamp lipchamp yxz nhyzhsrt ystem pp ata elium ache ccec fac dat was cleared updating keys and creating modified pages,
Warning,25-01-2025 15:04:41,Microsoft-Windows-DNS-Client,1014,ame resolution for the name settings win data microsoft com timed out after none of the configured servers responded lient,
Information,25-01-2025 13:26:17,Microsoft-Windows-Kernel-General,11,x init phase for hive evice arddisk olume hadow opy ystem config { e a d c ef d ca aa } { e a d c ef d ca aa } finished with result x nternal code,
Information,25-01-2025 13:26:17,Microsoft-Windows-Kernel-General,11,x init phase for hive evice arddisk olume hadow opy ystem config { e a e d c ef d ca aa } { e a d d c ef d ca aa } finished with result x nternal code,
Warning,25-01-2025 13:25:09,Microsoft-Windows-DNS-Client,1014,ame resolution for the name www google analytics com timed out after none of the configured servers responded lient,
Information,25-01-2025 12:57:41,Microsoft-Windows-Kernel-General,16,he access history in hive sers nikha pp ata ocal ackages icrosoft ing eather wekyb d bbwe ettings settings dat was cleared updating keys and creating modified pages,
Information,25-01-2025 12:57:41,Microsoft-Windows-WindowsUpdateClient,43,nstallation tarted indows has started installing the following update icrosoft ing eather,
Information,25-01-2025 12:57:40,Microsoft-Windows-Kernel-General,16,he access history in hive rogram ata icrosoft indows pp epository ackages icrosoft ing eather x wekyb d bbwe ctivation tore dat was cleared updating keys and creating modified pages,
Information,25-01-2025 12:50:29,Microsoft-Windows-Kernel-General,16,he access history in hive sers nikha pp ata ocal ackages orp ontrol anel jybvy sckqj ettings settings dat was cleared updating keys and creating modified pages,
Information,25-01-2025 12:50:29,Microsoft-Windows-WindowsUpdateClient,43,nstallation tarted indows has started installing the following update orp ontrol anel,
Information,25-01-2025 12:50:29,Microsoft-Windows-Kernel-General,16,he access history in hive rogram ata icrosoft indows pp epository ackages orp ontrol anel x jybvy sckqj ctivation tore dat was cleared updating keys and creating modified pages,
Information,25-01-2025 00:56:57,Microsoft-Windows-Kernel-General,16,he access history in hive rogram ata ackages icrosoft our hone wekyb d bbwe ystem pp ata elium ache d c f b dat was cleared updating keys and creating modified pages,
Warning,24-01-2025 16:16:38,Microsoft-Windows-DNS-Client,1014,ame resolution for the name g whatsapp net timed out after none of the configured servers responded lient,
Warning,24-01-2025 16:16:33,Microsoft-Windows-DNS-Client,1014,ame resolution for the name pub csm krce t trouter skype com timed out after none of the configured servers responded lient,
Information,24-01-2025 10:44:58,Microsoft-Windows-Kernel-General,16,he access history in hive rogram ata ackages icrosoft indows otepad wekyb d bbwe ystem pp ata elium ache b c e f ac dat was cleared updating keys and creating modified pages,
Warning,24-01-2025 09:00:45,Microsoft-Windows-DNS-Client,1014,ame resolution for the name statics teams cdn live net timed out after none of the configured servers responded lient,
Warning,24-01-2025 08:59:57,Microsoft-Windows-DNS-Client,1014,ame resolution for the name clients google com timed out after none of the configured servers responded lient,
Warning,24-01-2025 07:59:16,Microsoft-Windows-DNS-Client,1014,ame resolution for the name ssl gstatic com timed out after none of the configured servers responded lient,
Warning,24-01-2025 01:45:38,Microsoft-Windows-DNS-Client,1014,ame resolution for the name b nel goog timed out after none of the configured servers responded lient,
Information,23-01-2025 23:54:33,Microsoft-Windows-Kernel-General,16,he access history in hive sers nikha pp ata ocal ackages icrosoft orporation in pp untime ain wekyb d bbwe ettings settings dat was cleared updating keys and creating modified pages,
Information,23-01-2025 23:54:33,Microsoft-Windows-WindowsUpdateClient,43,nstallation tarted indows has started installing the following update icrosoft orporation in pp untime ain,
Information,23-01-2025 23:54:31,Microsoft-Windows-WindowsUpdateClient,43,nstallation tarted indows has started installing the following update icrosoft indows pp untime,
Information,23-01-2025 22:23:29,Microsoft-Windows-Kernel-General,16,he access history in hive rogram ata ackages icrosoft indows hotos wekyb d bbwe ystem pp ata elium ache b b eaabd e dat was cleared updating keys and creating modified pages,
Information,23-01-2025 22:17:28,Microsoft-Windows-Kernel-General,16,he access history in hive sers nikha pp ata ocal ackages icrosoft une usic wekyb d bbwe ettings settings dat was cleared updating keys and creating modified pages,
Warning,23-01-2025 21:08:13,Microsoft-Windows-DistributedCOM,10016,he application specific permission settings do not grant ocal ctivation permission for the erver application with { } and { } to the user a skar nikha from address ocal ost sing running in the application container eams x wekyb d bbwe navailable his security permission can be modified using the omponent ervices administrative tool,
Information,23-01-2025 18:59:49,Service Control Manager,7045,service was installed in the system ervice ame p sl c ervice ile ame rogram ata icrosoft indows efender efinition pdates { } p sl rv sys ervice ype kernel mode driver ervice tart ype demand start ervice ccount,
Information,23-01-2025 18:55:08,Microsoft-Windows-Kernel-General,16,he access history in hive sers nikha pp ata ocal ackages icrosoft orporation in pp untime ingleton wekyb d bbwe ettings settings dat was cleared updating keys and creating modified pages,
Information,23-01-2025 18:55:08,Microsoft-Windows-WindowsUpdateClient,43,nstallation tarted indows has started installing the following update icrosoft orporation in pp untime ingleton,
Information,22-01-2025 21:17:36,Microsoft-Windows-Kernel-General,16,he access history in hive sers nikha pp ata ocal ackages icrosoft indows hell xperience ost cw n h txyewy ettings settings dat was cleared updating keys and creating modified pages,
Information,22-01-2025 20:10:01,Microsoft-Windows-Kernel-Power,566,he system session has transitioned from to eason nput ouse oot d,
Information,22-01-2025 14:05:50,Microsoft-Windows-Kernel-General,11,x init phase for hive evice arddisk olume hadow opy ystem config {d d f ef d ca aa } {d d f ef d ca aa } finished with result x nternal code,
Information,22-01-2025 14:05:34,Microsoft-Windows-Kernel-General,11,x init phase for hive evice arddisk olume hadow opy ystem config {d e d f ef d ca aa } {d d d f ef d ca aa } finished with result x nternal code,
Warning,22-01-2025 08:05:25,Microsoft-Windows-DNS-Client,1014,ame resolution for the name wdl pcfg cache wpscdn com timed out after none of the configured servers responded lient,
