Level,Date and Time,Source,Event ID,Task Category,
Information,05-10-2024 22:34,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Karthik Sundaram\AppData\Local\Packages\DolbyLaboratories.DolbyAccess_rz1tebttyb220\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
Information,05-10-2024 22:34,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Karthik Sundaram\AppData\Local\Packages\Microsoft.AAD.BrokerPlugin_cw5n1h2txyewy\Settings\settings.dat was cleared updating 48 keys and creating 5 modified pages.
Warning,05-10-2024 22:34,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,05-10-2024 22:34,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,05-10-2024 22:34,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,05-10-2024 22:34,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,05-10-2024 22:34,Microsoft-Windows-HttpService,113,HTTP Configuration Property Trace Task,"Attempted to add URL (http://127.0.0.1:24830:127.0.0.1/) to URL group (0xFA00000220000007). Status: 0x0. Process Id 0x6FC0 Executable path \Device\HarddiskVolume3\Windows\System32\DriverStore\FileRepository\asussci2.inf_amd64_a61e5ab0aed04d3c\ASUSSoftwareManager\AsusSupportService.exe, User KRAZYPC\Karthik Sundaram"
Information,05-10-2024 22:34,Microsoft-Windows-HttpService,111,HTTP Configuration Property Trace Task,"Create URL group 0xFA00000220000007. Status 0x0. Process Id 0x6FC0 Executable path \Device\HarddiskVolume3\Windows\System32\DriverStore\FileRepository\asussci2.inf_amd64_a61e5ab0aed04d3c\ASUSSoftwareManager\AsusSupportService.exe, User KRAZYPC\Karthik Sundaram"
Information,05-10-2024 22:34,Microsoft-Windows-Winlogon,7001,-1101,User Logon Notification for Customer Experience Improvement Program
Information,05-10-2024 22:34,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,05-10-2024 22:34,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,05-10-2024 22:34,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,05-10-2024 22:34,nhi,9007,None,"The driver entered RTD3.
 All the connected devices will be removed from driver's internal state, so it is expected that DeviceDisconnected events will happen."
Information,05-10-2024 22:34,Microsoft-Windows-Power-Troubleshooter,1,None,"The system has returned from a low power state.

Sleep Time: ?2024?-?10?-?05T12:53:57.923212500Z
Wake Time: ?2024?-?10?-?05T17:04:13.120120800Z

Wake Source: Unknown"
Information,05-10-2024 22:34,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Warning,05-10-2024 22:34,Netwtw14,6062,None,"The description for Event ID 6062 from source Netwtw14 cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\NDMP1
Intel(R) Wi-Fi 6E AX211 160MHz

The message resource is present but the message was not found in the message table
"
Information,05-10-2024 22:34,Microsoft-Windows-Kernel-Power,566,-268,"The system session has transitioned from 30 to 32.

Reason Unknown 

BootId: 98"
Information,05-10-2024 22:34,Microsoft-Windows-Kernel-Power,507,-158,"The system is exiting Modern Standby 

Reason: Power Button."
Information,05-10-2024 22:34,Microsoft-Windows-Kernel-Power,506,-157,"The system is entering Modern Standby 

Reason: Sleep, Hibernate, or Shutdown."
Information,05-10-2024 22:34,Microsoft-Windows-Kernel-Power,566,-268,"The system session has transitioned from 29 to 30.

Reason SxTransition 

BootId: 98"
Information,05-10-2024 22:34,Microsoft-Windows-Kernel-Boot,32,-58,The bootmgr spent 0 ms waiting for user input.
Information,05-10-2024 22:34,Microsoft-Windows-Kernel-Boot,18,-57,There are 0x1 boot options on this system.
Information,05-10-2024 22:34,Microsoft-Windows-Kernel-Boot,30,-21,The firmware reported boot metrics.
Information,05-10-2024 22:34,Netwtw14,7021,None,"The description for Event ID 7021 from source Netwtw14 cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 


The message resource is present but the message was not found in the message table
"
Error,05-10-2024 22:34,Microsoft-Windows-NDIS,10317,PnP,"Miniport Microsoft Wi-Fi Direct Virtual Adapter #2, {14fda119-c976-471e-a905-cf4cce91a52d}, had event Fatal error: The miniport has failed a power transition to operational power"
Information,05-10-2024 22:34,Netwtw14,7018,None,"The description for Event ID 7018 from source Netwtw14 cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 


The message resource is present but the message was not found in the message table
"
Information,05-10-2024 22:34,Intel-SST-OED,28,This task logs error codes to system event log.,"Loaded DSP FW library: Libs\dsp_lib_whm_adl_release.bin, status = STATUS_SUCCESS."
Information,05-10-2024 22:34,Intel-SST-OED,28,This task logs error codes to system event log.,"Loaded DSP FW library: Libs\dsp_lib_whm_adl_release.bin, status = STATUS_SUCCESS."
Information,05-10-2024 22:34,Intel-SST-OED,28,This task logs error codes to system event log.,"Loaded DSP FW library: Libs\dsp_lib_intel_wov_adl_release.bin, status = STATUS_SUCCESS."
Information,05-10-2024 22:34,Microsoft-Windows-Kernel-General,1,-5,"The system time has changed to ?2024?-?10?-?05T17:04:10.500000000Z from ?2024?-?10?-?05T12:54:02.499139800Z.
Time Delta: 15008000 ms

Change Reason: System time synchronized with the hardware clock.
Process: '' (PID 4).

RTC time: ?2024?-?10?-?05T22:34:10.500000000Z
Current time zone bias: -330
RTC time is in UTC: false
System time was based on RTC time: false"
Information,05-10-2024 18:24,Microsoft-Windows-Kernel-Power,107,-102,The system has resumed from sleep.
Information,05-10-2024 18:23,Microsoft-Windows-Kernel-Power,42,-64,"The system is entering sleep.

Sleep Reason: Application API"
Information,05-10-2024 18:23,nhi,9008,None,"Driver exit RTD3.
 All the connected devices will now cause DeviceConnected events."
Information,05-10-2024 18:23,Microsoft-Windows-Kernel-Power,566,-268,"The system session has transitioned from 28 to 29.

Reason Unknown 

BootId: 98"
Information,05-10-2024 18:23,Microsoft-Windows-Kernel-Power,187,-243,User-mode process attempted to change the system state by calling SetSuspendState or SetSystemPowerState APIs.
Information,05-10-2024 18:23,Win32k,267,None,Touch/Touchpad Hardware Quality Assurance verification succeeded.
Information,05-10-2024 18:23,Microsoft-Windows-Winlogon,7002,-1102,User Logoff Notification for Customer Experience Improvement Program
Information,05-10-2024 18:23,Microsoft-Windows-IsolatedUserMode,2,None,Secure Trustlet Id 0 and Pid 0 stopped with status STATUS_SUCCESS.
Information,05-10-2024 18:23,User32,1074,None,"The process Explorer.EXE has initiated the power off of computer KRAZYPC on behalf of user KRAZYPC\Karthik Sundaram for the following reason: Other (Unplanned)
 Reason Code: 0x0
 Shutdown Type: power off
 Comment: "
Information,05-10-2024 18:23,Microsoft-Windows-UserModePowerService,51,-37,Process C:\Program Files\ASUS\ARMOURY CRATE Service\ArmouryCrate.UserSessionHelper.exe (process ID:23056) reset overlay policy scheme from {00000000-0000-0000-0000-000000000000} to {961cc777-2547-4f9d-8174-7d86181b8a7a}
Information,05-10-2024 18:23,Microsoft-Windows-UserModePowerService,12,-10,Process C:\Program Files\ASUS\ARMOURY CRATE Service\ArmouryCrate.UserSessionHelper.exe (process ID:23056) reset policy scheme from {64a64f24-65b9-4b56-befd-5ec1eaced9b3} to {64a64f24-65b9-4b56-befd-5ec1eaced9b3}
Information,05-10-2024 18:23,Microsoft-Windows-Kernel-Power,105,-100,Power source change.
Information,05-10-2024 18:23,Microsoft-Windows-UserModePowerService,51,-37,Process C:\Program Files\ASUS\ARMOURY CRATE Service\ArmouryCrate.UserSessionHelper.exe (process ID:23056) reset overlay policy scheme from {ded574b5-45a0-4f42-8737-46345c09c238} to {00000000-0000-0000-0000-000000000000}
Information,05-10-2024 18:23,Microsoft-Windows-UserModePowerService,12,-10,Process C:\Program Files\ASUS\ARMOURY CRATE Service\ArmouryCrate.UserSessionHelper.exe (process ID:23056) reset policy scheme from {27fa6203-3987-4dcc-918d-748559d549ec} to {64a64f24-65b9-4b56-befd-5ec1eaced9b3}
Information,05-10-2024 18:23,Microsoft-Windows-UserModePowerService,51,-37,Process C:\Program Files\ASUS\ARMOURY CRATE Service\ArmouryCrate.UserSessionHelper.exe (process ID:23056) reset overlay policy scheme from {ded574b5-45a0-4f42-8737-46345c09c238} to {ded574b5-45a0-4f42-8737-46345c09c238}
Information,05-10-2024 18:23,Microsoft-Windows-UserModePowerService,12,-10,Process C:\Program Files\ASUS\ARMOURY CRATE Service\ArmouryCrate.UserSessionHelper.exe (process ID:23056) reset policy scheme from {6fecc5ae-f350-48a5-b669-b472cb895ccf} to {27fa6203-3987-4dcc-918d-748559d549ec}
Information,05-10-2024 18:23,Microsoft-Windows-UserModePowerService,51,-37,Process C:\Program Files\ASUS\ARMOURY CRATE Service\ArmouryCrate.UserSessionHelper.exe (process ID:23056) reset overlay policy scheme from {ded574b5-45a0-4f42-8737-46345c09c238} to {ded574b5-45a0-4f42-8737-46345c09c238}
Information,05-10-2024 18:23,Microsoft-Windows-UserModePowerService,12,-10,Process C:\Program Files\ASUS\ARMOURY CRATE Service\ArmouryCrate.UserSessionHelper.exe (process ID:23056) reset policy scheme from {27fa6203-3987-4dcc-918d-748559d549ec} to {6fecc5ae-f350-48a5-b669-b472cb895ccf}
Information,05-10-2024 18:23,Microsoft-Windows-UserModePowerService,51,-37,Process C:\Program Files\ASUS\ARMOURY CRATE Service\ArmouryCrate.UserSessionHelper.exe (process ID:23056) reset overlay policy scheme from {00000000-0000-0000-0000-000000000000} to {ded574b5-45a0-4f42-8737-46345c09c238}
Information,05-10-2024 18:23,Microsoft-Windows-UserModePowerService,12,-10,Process C:\Program Files\ASUS\ARMOURY CRATE Service\ArmouryCrate.UserSessionHelper.exe (process ID:23056) reset policy scheme from {64a64f24-65b9-4b56-befd-5ec1eaced9b3} to {27fa6203-3987-4dcc-918d-748559d549ec}
Information,05-10-2024 18:23,Microsoft-Windows-UserModePowerService,51,-37,Process C:\Program Files\ASUS\ARMOURY CRATE Service\ArmouryCrate.UserSessionHelper.exe (process ID:23056) reset overlay policy scheme from {ded574b5-45a0-4f42-8737-46345c09c238} to {00000000-0000-0000-0000-000000000000}
Information,05-10-2024 18:23,Microsoft-Windows-UserModePowerService,12,-10,Process C:\Program Files\ASUS\ARMOURY CRATE Service\ArmouryCrate.UserSessionHelper.exe (process ID:23056) reset policy scheme from {27fa6203-3987-4dcc-918d-748559d549ec} to {64a64f24-65b9-4b56-befd-5ec1eaced9b3}
Information,05-10-2024 18:23,Microsoft-Windows-UserModePowerService,51,-37,Process C:\Program Files\ASUS\ARMOURY CRATE Service\ArmouryCrate.UserSessionHelper.exe (process ID:23056) reset overlay policy scheme from {ded574b5-45a0-4f42-8737-46345c09c238} to {ded574b5-45a0-4f42-8737-46345c09c238}
Information,05-10-2024 18:23,Microsoft-Windows-UserModePowerService,12,-10,Process C:\Program Files\ASUS\ARMOURY CRATE Service\ArmouryCrate.UserSessionHelper.exe (process ID:23056) reset policy scheme from {6fecc5ae-f350-48a5-b669-b472cb895ccf} to {27fa6203-3987-4dcc-918d-748559d549ec}
Information,05-10-2024 18:22,Service Control Manager,7040,None,The start type of the McAfee Scheduled Task - (McAfee Scheduled Task - (mc-sustainability)) service was changed from demand start to disabled.
Information,05-10-2024 18:22,Service Control Manager,7045,None,"A service was installed in the system.

Service Name:  McAfee Scheduled Task - (McAfee Scheduled Task - (mc-sustainability))
Service File Name:  ""C:\Program Files\McAfee\wps\1.22.203.1\sustainability\mc-sustainability.exe""
Service Type:  user mode service
Service Start Type:  demand start
Service Account:  LocalSystem"
Information,05-10-2024 18:11,Microsoft-Windows-UserModePowerService,51,-37,Process C:\Program Files\ASUS\ARMOURY CRATE Service\ArmouryCrate.UserSessionHelper.exe (process ID:23056) reset overlay policy scheme from {ded574b5-45a0-4f42-8737-46345c09c238} to {ded574b5-45a0-4f42-8737-46345c09c238}
Information,05-10-2024 18:11,Microsoft-Windows-UserModePowerService,12,-10,Process C:\Program Files\ASUS\ARMOURY CRATE Service\ArmouryCrate.UserSessionHelper.exe (process ID:23056) reset policy scheme from {27fa6203-3987-4dcc-918d-748559d549ec} to {6fecc5ae-f350-48a5-b669-b472cb895ccf}
Information,05-10-2024 18:11,Microsoft-Windows-UserModePowerService,51,-37,Process C:\Program Files\ASUS\ARMOURY CRATE Service\ArmouryCrate.UserSessionHelper.exe (process ID:23056) reset overlay policy scheme from {00000000-0000-0000-0000-000000000000} to {ded574b5-45a0-4f42-8737-46345c09c238}
Information,05-10-2024 18:11,Microsoft-Windows-UserModePowerService,12,-10,Process C:\Program Files\ASUS\ARMOURY CRATE Service\ArmouryCrate.UserSessionHelper.exe (process ID:23056) reset policy scheme from {64a64f24-65b9-4b56-befd-5ec1eaced9b3} to {27fa6203-3987-4dcc-918d-748559d549ec}
Information,05-10-2024 18:11,Microsoft-Windows-UserModePowerService,51,-37,Process C:\Program Files\ASUS\ARMOURY CRATE Service\ArmouryCrate.UserSessionHelper.exe (process ID:23056) reset overlay policy scheme from {ded574b5-45a0-4f42-8737-46345c09c238} to {00000000-0000-0000-0000-000000000000}
Information,05-10-2024 18:11,Microsoft-Windows-UserModePowerService,12,-10,Process C:\Program Files\ASUS\ARMOURY CRATE Service\ArmouryCrate.UserSessionHelper.exe (process ID:23056) reset policy scheme from {27fa6203-3987-4dcc-918d-748559d549ec} to {64a64f24-65b9-4b56-befd-5ec1eaced9b3}
Information,05-10-2024 18:11,Microsoft-Windows-UserModePowerService,51,-37,Process C:\Program Files\ASUS\ARMOURY CRATE Service\ArmouryCrate.UserSessionHelper.exe (process ID:23056) reset overlay policy scheme from {ded574b5-45a0-4f42-8737-46345c09c238} to {ded574b5-45a0-4f42-8737-46345c09c238}
Information,05-10-2024 18:11,Microsoft-Windows-UserModePowerService,12,-10,Process C:\Program Files\ASUS\ARMOURY CRATE Service\ArmouryCrate.UserSessionHelper.exe (process ID:23056) reset policy scheme from {6fecc5ae-f350-48a5-b669-b472cb895ccf} to {27fa6203-3987-4dcc-918d-748559d549ec}
Information,05-10-2024 17:52,TPM,17,None,The Trusted Platform Module (TPM) hardware failed to execute a TPM command.
Information,05-10-2024 17:52,TPM,17,None,The Trusted Platform Module (TPM) hardware failed to execute a TPM command.
Information,05-10-2024 17:52,TPM,17,None,The Trusted Platform Module (TPM) hardware failed to execute a TPM command.
Information,05-10-2024 17:43,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information,05-10-2024 17:41,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Error,05-10-2024 17:39,Service Control Manager,7031,None,The GameInput Service service terminated unexpectedly.  It has done this 1 time(s).  The following corrective action will be taken in 1000 milliseconds: Restart the service.
Information,05-10-2024 17:39,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Warning,05-10-2024 17:38,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user KRAZYPC\Karthik Sundaram SID (S-1-5-21-4230852428-3624921412-923642634-1001) from address LocalHost (Using LRPC) running in the application container MicrosoftWindows.Client.WebExperience_524.24900.80.0_x64__cw5n1h2txyewy SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,05-10-2024 17:38,Microsoft-Windows-UserModePowerService,51,-37,Process C:\Program Files\ASUS\ARMOURY CRATE Service\ArmouryCrate.UserSessionHelper.exe (process ID:23056) reset overlay policy scheme from {ded574b5-45a0-4f42-8737-46345c09c238} to {ded574b5-45a0-4f42-8737-46345c09c238}
Information,05-10-2024 17:38,Microsoft-Windows-UserModePowerService,12,-10,Process C:\Program Files\ASUS\ARMOURY CRATE Service\ArmouryCrate.UserSessionHelper.exe (process ID:23056) reset policy scheme from {27fa6203-3987-4dcc-918d-748559d549ec} to {6fecc5ae-f350-48a5-b669-b472cb895ccf}
Information,05-10-2024 17:38,Microsoft-Windows-UserModePowerService,51,-37,Process C:\Program Files\ASUS\ARMOURY CRATE Service\ArmouryCrate.UserSessionHelper.exe (process ID:23056) reset overlay policy scheme from {00000000-0000-0000-0000-000000000000} to {ded574b5-45a0-4f42-8737-46345c09c238}
Information,05-10-2024 17:38,Microsoft-Windows-UserModePowerService,12,-10,Process C:\Program Files\ASUS\ARMOURY CRATE Service\ArmouryCrate.UserSessionHelper.exe (process ID:23056) reset policy scheme from {64a64f24-65b9-4b56-befd-5ec1eaced9b3} to {27fa6203-3987-4dcc-918d-748559d549ec}
Information,05-10-2024 17:37,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\AppleInc.AppleMusicWin_1.1280.38913.0_x64__nzyj5cx40ttqa\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information,05-10-2024 17:37,Microsoft-Windows-UserModePowerService,51,-37,Process C:\Program Files\ASUS\ARMOURY CRATE Service\ArmouryCrate.UserSessionHelper.exe (process ID:23056) reset overlay policy scheme from {961cc777-2547-4f9d-8174-7d86181b8a7a} to {00000000-0000-0000-0000-000000000000}
Information,05-10-2024 17:37,Microsoft-Windows-UserModePowerService,12,-10,Process C:\Program Files\ASUS\ARMOURY CRATE Service\ArmouryCrate.UserSessionHelper.exe (process ID:23056) reset policy scheme from {64a64f24-65b9-4b56-befd-5ec1eaced9b3} to {64a64f24-65b9-4b56-befd-5ec1eaced9b3}
Information,05-10-2024 17:37,Microsoft-Windows-Kernel-Power,105,-100,Power source change.
Information,05-10-2024 17:37,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Karthik Sundaram\AppData\Local\Packages\Microsoft.WindowsAlarms_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 1 keys and creating 1 modified pages.
Information,05-10-2024 17:37,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Information,05-10-2024 17:37,BTHUSB,18,None,Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup.
Information,05-10-2024 17:37,TPM,17,None,The Trusted Platform Module (TPM) hardware failed to execute a TPM command.
Information,05-10-2024 17:37,TPM,17,None,The Trusted Platform Module (TPM) hardware failed to execute a TPM command.
Information,05-10-2024 17:37,TPM,17,None,The Trusted Platform Module (TPM) hardware failed to execute a TPM command.
Information,05-10-2024 17:37,Microsoft-Windows-IsolatedUserMode,5,None,Secure Trustlet NULL Id 0 and Pid 0 started with status STATUS_SUCCESS.
Information,05-10-2024 17:36,Microsoft-Windows-HttpService,113,HTTP Configuration Property Trace Task,"Attempted to add URL (http://127.0.0.1:24830:127.0.0.1/) to URL group (0xFE0000062000000C). Status: 0x0. Process Id 0x38FC Executable path \Device\HarddiskVolume3\Windows\System32\DriverStore\FileRepository\asussci2.inf_amd64_a61e5ab0aed04d3c\ASUSSoftwareManager\AsusSupportService.exe, User KRAZYPC\Karthik Sundaram"
Information,05-10-2024 17:36,Microsoft-Windows-HttpService,111,HTTP Configuration Property Trace Task,"Create URL group 0xFE0000062000000C. Status 0x0. Process Id 0x38FC Executable path \Device\HarddiskVolume3\Windows\System32\DriverStore\FileRepository\asussci2.inf_amd64_a61e5ab0aed04d3c\ASUSSoftwareManager\AsusSupportService.exe, User KRAZYPC\Karthik Sundaram"
Warning,05-10-2024 17:36,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,05-10-2024 17:36,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,05-10-2024 17:36,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,05-10-2024 17:36,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,05-10-2024 17:36,Microsoft-Windows-Winlogon,7001,-1101,User Logon Notification for Customer Experience Improvement Program
Information,05-10-2024 17:36,Service Control Manager,7040,None,The start type of the McAfee Scheduled Task - (McAfee-Dynamicappdownloader) service was changed from demand start to disabled.
Information,05-10-2024 17:36,Service Control Manager,7045,None,"A service was installed in the system.

Service Name:  McAfee Scheduled Task - (McAfee-Dynamicappdownloader)
Service File Name:  ""C:\Program Files\McAfee\wps\1.22.203.1\dad\mc-dad.exe""
Service Type:  user mode service
Service Start Type:  demand start
Service Account:  LocalSystem"
Information,05-10-2024 17:36,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,05-10-2024 17:36,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,05-10-2024 17:36,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,05-10-2024 17:36,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,05-10-2024 17:36,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,05-10-2024 17:36,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,05-10-2024 17:36,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.WindowsAlarms_1.0.197.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information,05-10-2024 17:36,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,05-10-2024 17:36,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,05-10-2024 17:36,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Warning,05-10-2024 17:35,Netwtw14,6062,None,"The description for Event ID 6062 from source Netwtw14 cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

\Device\NDMP1
Intel(R) Wi-Fi 6E AX211 160MHz

The message resource is present but the message was not found in the message table
"
Information,05-10-2024 17:35,nhi,9007,None,"The driver entered RTD3.
 All the connected devices will be removed from driver's internal state, so it is expected that DeviceDisconnected events will happen."
Information,05-10-2024 17:35,Microsoft-Windows-Power-Troubleshooter,1,None,"The system has returned from a low power state.

Sleep Time: ?2024?-?10?-?05T10:57:10.752282900Z
Wake Time: ?2024?-?10?-?05T12:05:51.136704200Z

Wake Source: Unknown"
Information,05-10-2024 17:35,Microsoft-Windows-Kernel-Power,566,-268,"The system session has transitioned from 26 to 28.

Reason Unknown 

BootId: 98"
Information,05-10-2024 17:35,Microsoft-Windows-Kernel-Power,507,-158,"The system is exiting Modern Standby 

Reason: Power Button."
Information,05-10-2024 17:35,Microsoft-Windows-Kernel-Power,506,-157,"The system is entering Modern Standby 

Reason: Sleep, Hibernate, or Shutdown."
Information,05-10-2024 17:35,Microsoft-Windows-Kernel-Power,566,-268,"The system session has transitioned from 25 to 26.

Reason SxTransition 

BootId: 98"
Information,05-10-2024 17:35,Microsoft-Windows-Kernel-Boot,32,-58,The bootmgr spent 0 ms waiting for user input.
Information,05-10-2024 17:35,Microsoft-Windows-Kernel-Boot,18,-57,There are 0x1 boot options on this system.
Information,05-10-2024 17:35,Microsoft-Windows-Kernel-Boot,30,-21,The firmware reported boot metrics.
Information,05-10-2024 17:35,Netwtw14,7021,None,"The description for Event ID 7021 from source Netwtw14 cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 


The message resource is present but the message was not found in the message table
"
Error,05-10-2024 17:35,Microsoft-Windows-NDIS,10317,PnP,"Miniport Microsoft Wi-Fi Direct Virtual Adapter #2, {14fda119-c976-471e-a905-cf4cce91a52d}, had event Fatal error: The miniport has failed a power transition to operational power"
Information,05-10-2024 17:35,Netwtw14,7018,None,"The description for Event ID 7018 from source Netwtw14 cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 


The message resource is present but the message was not found in the message table
"
Information,05-10-2024 17:35,Intel-SST-OED,28,This task logs error codes to system event log.,"Loaded DSP FW library: Libs\dsp_lib_whm_adl_release.bin, status = STATUS_SUCCESS."
